F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,filename
35.941513,0.20251851,30.471527,36.86172,40.041702,9.570175,743.73553,950.61884,73.84291,85.416664,0.45551392,1.0512679,0.02446501,0.27860835,0.8912314,0.8667664,7.26304,3.937089,6.3265195,4.9419866,0.23044178,1.3893526,11.163183,1.4816617,3.889945,4.0936146,6.740781,1.994956,2.5433764,7.926187,0.03119788,1.877718,1.407494,0.81781024,5.290023,1.1433705,6.990079,1.6555902,16.709679,0.6399807,664.4315,0.47484303,1102.034,0.24126905,-125.99415,-0.75173396,1696.2607,0.23340572,740.48083,0.4180806,-107.176926,-0.8611988,2735.0781,0.14369108,617.15924,0.38647556,-108.48112,-0.8342578,-8.824544,-1.0031862,18.780998,0.53224325,0.064186566,0.83929956,-0.010257054,-1.2644283,0.42879975,0.8261037,18.756773,0.8262371,-0.39777607,-41.25716,1.8834428,8.919277,-10.215666,-2.1142564,-13.39148,24.118822,-0.03166239,0.010431913,0.037197202,2.7334852,1.8518519,0.25875,0.2824198,0.29714283,0.37889743,-33.89399,03-01-03-02-02-01-19.wav
46.57621,0.11824991,41.99671,46.329433,51.923336,9.926624,311.25552,329.60632,39.400764,10.882427,0.57391566,1.4410602,0.0049849194,0.052057862,1.1866179,1.1816329,17.228312,13.314126,15.098068,10.166076,0.48675132,1.6819996,3.8138785,3.0228465,-7.1335206,-2.4632614,-2.294979,-5.182605,-13.95287,-1.6699679,0.03193104,0.98775274,1.1122625,0.51273406,6.3291664,0.6134943,7.319733,1.6394576,11.267397,1.0593714,906.818,0.37396353,789.2397,0.3822507,-147.44014,-0.56836826,1981.8405,0.18062815,625.8907,0.4883297,-130.6607,-0.6815363,3045.302,0.10438793,563.4783,0.51097065,-131.73083,-0.6654564,-6.2401066,-0.9951413,15.076748,0.47184002,0.13762379,0.32514447,-0.013540047,-0.99843,1.269478,0.71285224,6.8767724,1.7388947,-23.587065,-0.6890167,-6.889117,-2.3695736,-39.690914,-0.46281043,-3.9234262,13.7195835,0.08278439,0.011391739,0.03891583,1.6853933,0.85470086,0.4333333,0.2982542,0.71,0.4181706,-28.162884,03-01-03-02-02-01-20.wav
27.644611,0.11612248,24.912674,27.970915,31.004984,6.09231,34.74698,18.876602,26.368694,13.047396,0.46136707,1.2864858,0.012978711,0.051463597,1.0477614,1.0347828,9.814329,7.156998,7.9942594,5.1536136,0.2872643,1.4751599,15.362987,1.0839771,-1.5751221,-9.537966,10.795544,1.0913126,1.4769375,8.669385,0.031628735,1.24612,1.4359177,0.5972664,3.2649708,1.1713184,3.6202052,3.1519084,18.41993,0.5193787,549.5129,0.4482486,1191.1287,0.17243442,-127.804924,-0.733973,1609.2166,0.19807023,816.1249,0.31549108,-125.11863,-0.7268472,2620.68,0.12231552,778.37756,0.32162482,-126.474144,-0.70566565,-10.768716,-0.57455397,20.8124,0.34942555,0.08392977,0.42914632,-0.016936457,-0.7115701,0.68114966,0.6267764,31.638186,0.40078402,-5.4539876,-3.1603222,17.249847,0.78673935,-5.0097585,-3.4544644,-1.7015847,9.650072,0.040384267,0.004884988,0.029665366,1.6393443,1.1080333,0.3525,0.2221908,0.422,0.4370538,-30.736141,03-01-03-02-02-01-21.wav
40.027905,0.15203558,37.919518,41.35994,44.235283,6.3157654,264.47287,270.96802,32.979244,30.264889,0.4414342,1.1987154,0.0063455403,0.15925403,0.95402694,0.9476814,9.162254,5.9626837,8.046445,4.6901193,0.2509319,1.4029107,7.7120013,1.6884909,1.9113743,6.7163057,-3.618493,-4.6661677,0.3572357,47.26571,0.032156557,1.4747,1.0550451,0.50608677,6.5083265,0.7383101,6.978672,1.197078,13.5351095,0.7643092,658.88525,0.5621323,1087.7135,0.37055945,-146.85883,-0.56767005,1625.9039,0.25205314,875.7628,0.4258593,-123.78557,-0.7312974,2674.8699,0.15983179,675.3562,0.5208543,-125.95028,-0.69773436,-8.438814,-0.829359,20.186308,0.40264508,0.13944098,0.29362017,-0.00857888,-1.309728,0.57945555,0.57298297,15.842836,0.8343403,-1.9988842,-7.8841944,-13.199782,-1.5837257,-8.449654,-2.402171,-2.651629,11.424644,0.06342172,0.008248308,0.023319174,2.4590166,0.83102494,0.48999998,0.07348469,0.5175,0.44369894,-32.572277,03-01-03-02-02-01-22.wav
37.138626,0.142402,34.956665,38.137383,40.93799,5.9813232,90.24909,49.71185,-14.40403,44.566654,0.4577121,1.4659457,0.0011770349,0.009318337,1.141015,1.139838,11.429823,6.5609913,13.348921,8.130708,0.32520783,1.654165,8.17402,1.7028197,-0.9377444,-11.873386,-0.30378807,-36.496727,-1.1518321,-10.632124,0.06391852,2.178726,1.1608464,0.5502631,6.235449,0.69074607,8.077874,1.0589257,16.78871,0.46023017,676.80005,0.5264299,1093.9877,0.30254847,-162.48978,-0.46292466,1701.3396,0.22995624,758.29584,0.2700212,-142.2015,-0.6034711,2730.018,0.1477351,646.5548,0.2719171,-143.67685,-0.58216166,-8.360908,-0.82174253,16.116253,0.48617318,0.11597172,0.24623188,-0.012751753,-0.9382982,0.94001544,0.573877,18.87832,0.67238325,-6.586276,-2.357009,-0.7045034,-26.316628,-9.811987,-1.7845817,-1.0011106,8.651832,0.10326247,0.015470022,0.079736836,2.173913,1.2618297,0.235,0.14168628,0.53249997,0.49332416,-30.213564,03-01-03-02-02-01-23.wav
39.841896,0.05251921,38.19431,39.851482,41.46862,3.274311,43.84009,32.786858,23.709225,10.413569,0.39947405,1.2276081,0.0100859655,0.12804256,0.85720974,0.8471238,7.730681,6.7772317,8.238777,5.728907,0.16242872,1.4477651,6.8665633,2.040721,-3.8815026,-3.734016,-1.2976323,-9.532226,-13.751305,-1.177937,0.010207912,1.2045637,0.937249,0.8931117,9.612893,0.39488593,3.449372,3.1748855,14.3863735,0.54534525,592.8239,0.4821695,1122.292,0.2405592,-152.75945,-0.52647454,1640.3809,0.21336864,808.18823,0.3888934,-122.5813,-0.7507101,2652.075,0.117108524,672.48425,0.5824012,-124.800026,-0.71391463,-8.796383,-0.78625035,17.757511,0.35159975,0.12473355,0.27724066,-0.014231853,-0.7799372,0.37093616,0.64503914,18.571438,0.6097215,-12.483313,-1.2902316,-7.4174323,-2.0182135,-24.044796,-0.72049284,0.29295886,5.6319385,0.114686124,0.007590896,0.023234123,2.5906737,0.78740156,0.52,0.4475116,0.545,0.44645828,-34.997066,03-01-03-02-02-01-24.wav
31.276718,0.095910504,29.305344,31.591621,33.897778,4.592434,226.28629,219.22638,-4.778234,33.82318,0.361182,1.2225266,0.0047705458,0.119691946,0.7725612,0.7677907,9.379121,5.497617,7.003868,3.9318054,0.17084394,1.3574979,11.055108,1.5263058,4.462837,2.5190167,6.1593423,2.0437195,1.5763981,10.093036,0.0321327,2.0620062,1.311091,0.57901275,4.7892284,0.870118,2.3629284,4.080255,16.269766,0.3732026,610.63544,0.5292994,1128.8469,0.23143005,-130.01166,-0.7034203,1628.83,0.24667555,795.5821,0.31256154,-118.85912,-0.77392095,2640.3542,0.1494649,635.1708,0.42057177,-120.95925,-0.73937905,-9.603559,-0.5738272,19.158747,0.37519822,0.11160201,0.26390952,-0.011978016,-1.0282344,0.36870652,0.60523486,26.295895,0.42257127,1.2906057,8.982096,8.521366,1.9751025,-3.634226,-5.82093,-0.11984393,7.437947,0.060715117,0.012027348,0.021918206,2.2959185,0.7751938,0.5566667,0.31899145,0.70666665,0.39381328,-35.717796,03-01-03-02-02-02-01.wav
38.699375,0.10360056,35.299854,37.282524,44.066658,8.766804,24.36933,5.206048,23.809599,6.5606556,0.4408514,1.5071915,0.008809768,0.0865148,0.7131731,0.70436335,11.967119,7.0504594,9.526962,5.5231886,0.2439692,1.8540326,9.750165,1.5247228,-2.6175046,-6.3521466,4.732162,2.931028,-10.362241,-1.7995306,0.019130511,0.8719582,1.1656535,0.56885445,7.454876,0.5629023,6.0312233,1.5282238,14.007243,0.61506504,662.2734,0.5137533,1033.7838,0.32846165,-130.72572,-0.6950844,1711.8827,0.2053632,724.63367,0.46040002,-116.934395,-0.7825595,2749.2214,0.14666352,683.7661,0.39604563,-118.38816,-0.7578986,-9.422857,-0.9788272,19.240904,0.451986,0.13082124,0.28743905,-0.010332121,-1.4144602,0.53158605,1.0343167,20.249298,0.72417825,-11.23565,-1.7079891,7.7163057,2.3431838,-23.422152,-0.8538722,-2.916538,9.542522,0.098194264,0.011282575,0.010726612,2.3316064,0.5249344,0.85999995,0.24,0.68,0.40307152,-32.7377,03-01-03-02-02-02-02.wav
36.885006,0.1829216,34.24066,38.195827,40.956276,6.7156143,156.87747,134.26907,32.110325,29.943407,0.62635577,0.99733907,0.067831375,0.43595886,1.2933313,1.2254999,11.848618,6.14943,11.987905,7.5809484,0.42682543,1.2737218,11.441629,1.0161006,-2.4898262,-6.146785,-4.6851554,-3.443121,0.44078788,46.208836,0.049718447,1.8444638,1.2151892,0.8625306,5.995317,0.8737527,1.9772394,8.377393,14.551451,1.2149361,696.76886,0.49705818,1038.5378,0.3148264,-137.05554,-0.63709486,1713.9114,0.22544734,778.894,0.30261633,-112.89023,-0.8191353,2788.806,0.13933711,702.7334,0.49978757,-117.26884,-0.747651,-11.299948,-0.6439167,21.493261,0.34677917,0.09848516,0.48370716,-0.012927434,-0.87356323,0.85215694,0.6342934,17.687546,0.6018683,0.5530185,24.698177,-6.998714,-2.8823204,-9.418921,-2.3969097,-3.3226652,16.430878,0.015124909,0.009363136,0.0623151,2.6178012,1.061008,0.4325,0.2654595,0.48499998,0.3551408,-28.34882,03-01-03-02-02-02-03.wav
45.136738,0.07334801,43.132767,45.318287,47.9868,4.8540344,145.04738,193.52577,17.57464,31.631142,0.70751977,1.3319108,0.0121695725,0.12015532,1.5606307,1.5484611,18.700142,11.605288,18.52272,10.776062,0.5329648,1.6568906,4.440412,1.9172448,-8.243389,-2.1890693,0.880204,14.419629,-13.064354,-1.7368803,0.03456151,1.4204504,1.0941198,0.5631039,6.426975,0.7525774,6.2543187,1.3849746,10.368448,0.8893488,903.3659,0.32419166,1039.9564,0.50007546,-143.61655,-0.6015224,1912.3829,0.18787757,798.09247,0.5241907,-131.15128,-0.67330474,3004.7178,0.10688831,554.3852,0.5368414,-132.14397,-0.65805376,-4.9208694,-1.4428886,15.000224,0.5441076,0.15057993,0.23750114,-0.0041866126,-3.2211237,1.3570439,0.7372475,8.110036,1.2532264,-22.436165,-0.8421196,-5.2207727,-2.8563862,-36.105545,-0.55150837,-0.92592347,9.976053,0.08430061,0.004594606,0.051113036,2.393617,0.8086254,0.4433333,0.03771236,0.45599997,0.3674561,-27.653488,03-01-03-02-02-02-04.wav
34.68873,0.1497809,33.90798,36.42278,37.891487,3.9835052,68.47666,41.161995,57.277588,18.707912,0.27031633,1.25486,0.008596865,0.025078647,0.57493734,0.5663405,7.409729,3.8515344,6.200718,3.176124,0.13456038,1.5635775,12.060045,1.5435015,6.957593,1.9402019,5.0549827,2.6650987,1.4397687,13.215094,0.055341456,1.8034847,1.1901951,0.6320546,6.382288,0.82493,8.819134,1.018776,24.06367,0.31671286,631.9502,0.47933117,1131.507,0.25648728,-148.74985,-0.5715119,1642.3975,0.2285173,811.2852,0.28906333,-129.546,-0.694402,2680.7805,0.123962685,684.2533,0.29642472,-132.64694,-0.64810896,-11.44763,-0.76528287,22.241554,0.4331597,0.10140135,0.36706024,-0.01273245,-1.1996756,0.32694843,0.71327925,27.744356,0.5356302,-2.6813002,-4.76891,-1.1822777,-13.313384,-10.981091,-2.250905,-10.72701,20.61216,-0.0069023883,0.008961174,0.019849902,2.359882,0.8982036,0.4133333,0.31721005,0.5075,0.40597874,-37.51971,03-01-03-02-02-02-05.wav
50.364883,0.07330126,49.510468,51.39487,52.70448,3.1940117,41.12946,27.175804,24.37952,29.988989,0.7832483,1.1809723,0.05936761,0.19434392,1.6748986,1.615531,15.456219,8.428113,16.021791,8.10256,0.6086012,1.5301021,2.2557113,3.9367511,-20.488894,-1.151117,1.0891254,13.848619,-8.853393,-2.0781453,0.020570204,1.2703172,1.0196674,0.76813537,8.716963,0.67892253,-2.1903176,-3.9587648,3.4779906,3.111686,967.8785,0.3733473,810.4774,0.29854083,-131.82947,-0.6872663,1920.6206,0.17734706,1024.3683,0.30269417,-112.031,-0.8602863,2867.995,0.10952285,878.49945,0.4107553,-114.37215,-0.8191402,0.7853929,10.307219,10.973963,0.71258044,0.084058166,0.53950304,-0.012739073,-1.4290448,1.3256015,0.7539549,2.6447248,2.951518,-41.17853,-0.45442185,-8.531953,-1.4897361,-26.519602,-0.43676153,-3.333736,13.826138,0.027324818,-0.00360412,0.026341273,2.2284124,0.84745765,0.52666664,0.4626253,0.4725,0.43968028,-26.240475,03-01-03-02-02-02-06.wav
35.83284,0.17646427,35.91315,38.118954,39.28236,3.3692093,438.95978,424.3406,72.25244,50.60546,0.6286692,1.1075993,0.040738806,0.3636599,1.3818427,1.3411039,11.380457,5.644292,9.804748,6.095753,0.3578548,1.2769705,13.602654,0.89400226,-2.2217164,-5.927222,5.763901,2.5476747,2.8802664,7.512966,0.028089914,1.4704634,1.0399852,0.7023742,6.4061036,0.80119705,6.4684625,1.2494247,13.906414,0.68920153,648.2059,0.49538365,1110.5778,0.22079566,-141.00668,-0.6123626,1692.2708,0.21700424,793.14453,0.58451086,-118.518265,-0.7669946,2717.8716,0.15235853,744.5868,0.4827553,-119.26332,-0.7564342,-8.384194,-0.7203107,15.373602,0.4761938,0.088149935,0.43166932,-0.02041787,-0.7468673,0.73738635,0.5904617,20.089941,0.5242199,-7.054922,-1.7408,5.553005,3.274171,-8.62116,-3.1750238,-11.801077,21.56219,-0.02418132,0.001953652,0.07142184,2.094241,1.591512,0.265,0.23535435,0.29285714,0.36946735,-29.148167,03-01-03-02-02-02-07.wav
38.136395,0.08215457,35.621384,39.419216,40.493355,4.871971,164.96735,212.3701,146.54414,104.971375,0.3225895,1.2119353,0.014689592,0.10667179,0.641606,0.6269164,7.9408526,5.459838,5.635945,4.0626984,0.13006555,1.3878093,13.359972,1.0261897,-3.0502715,-5.825067,12.089073,1.0883131,-4.3146715,-4.747762,0.022229776,1.1627498,1.173972,0.88039345,8.154498,0.6155155,5.4141097,1.8270711,11.072221,0.6949659,571.0622,0.48429143,1189.5209,0.21703263,-158.11139,-0.4823869,1619.6357,0.17032972,772.0816,0.393801,-128.28539,-0.6819277,2688.0977,0.117225364,729.5377,0.5777349,-128.50932,-0.6774084,-10.250989,-0.7868423,17.866419,0.477108,0.089737006,0.4519756,-0.013050732,-0.76112044,0.3082625,0.5556185,24.537485,0.48060217,-12.315864,-1.4489428,14.807761,1.1274472,-21.170012,-0.9548089,-10.237348,20.091871,0.007303979,0.0072719594,0.014185767,2.0408163,0.7751938,0.50666666,0.09177266,0.57,0.49663872,-36.50163,03-01-03-02-02-02-08.wav
33.237167,0.12278151,31.338835,34.556633,36.208584,4.869749,99.301445,37.68809,38.96405,19.263206,0.3927641,1.3000079,0.021550277,0.09438026,0.74067616,0.71912587,8.945263,6.9525533,9.6835,5.0133047,0.2439441,1.6100144,17.823622,0.90300024,-1.7444783,-9.155149,7.6897345,1.2130724,4.564461,3.430642,0.07592241,2.1532526,1.5517299,0.7058474,6.1452017,0.6949323,6.489303,1.7971934,20.045765,0.39305958,727.0521,0.35302752,1145.9594,0.18006033,-129.75406,-0.71071035,1732.6382,0.1518062,913.57587,0.29216367,-124.27831,-0.72518426,2684.9778,0.1279847,839.4863,0.3920131,-125.61856,-0.7055471,-12.443273,-0.49723843,21.825502,0.36831224,0.09420917,0.49093664,-0.0132742785,-0.9658033,0.55911875,0.8026764,31.91812,0.3790908,-8.012965,-2.240061,9.830706,1.1251752,-3.9914556,-5.1479573,-4.472884,14.87614,0.022010077,0.008010357,0.027289854,2.247191,1.1396011,0.3525,0.3814692,0.402,0.40111843,-31.639994,03-01-03-02-02-02-09.wav
45.592438,0.090311386,42.3619,45.238167,48.637722,6.2758217,44.879883,33.598446,129.36537,140.16968,1.2074236,1.2998681,0.013019946,0.47032362,2.39242,2.3794,32.27315,24.944117,28.354488,19.621798,1.2836571,1.5874801,5.7705774,1.9006588,-6.4840817,-3.3502326,5.2277994,2.2990437,-8.406354,-2.392944,0.04296327,0.86264074,1.3716276,0.68392444,5.14963,1.220733,8.372984,0.85939306,5.7105517,1.5704055,977.2381,0.24899301,825.9549,0.42407262,-121.5906,-0.73712075,2028.9917,0.1409155,760.27203,0.33937094,-110.2085,-0.8241881,3016.701,0.09679392,727.165,0.35485974,-110.53123,-0.81851673,-4.9626136,-1.6581721,14.649546,0.45488596,0.14186715,0.20588309,-0.0071292333,-1.6532528,2.6051323,0.87239623,11.3878355,1.021097,-22.614681,-0.7714111,2.432676,6.1215343,-23.523708,-0.7548487,-5.796945,14.709127,0.021854647,0.0062671374,0.041599263,2.5252526,1.0230179,0.47,0.47953102,0.4825,0.4297892,-19.603857,03-01-03-02-02-02-10.wav
31.56037,0.10481001,29.022932,32.243805,34.279194,5.256262,151.30359,142.96948,26.532303,9.639537,0.36544022,1.4126548,0.008853603,0.021761097,0.67528355,0.66642994,7.2300787,5.0935173,7.6241136,3.9210308,0.19713256,1.6127636,15.813715,1.035324,13.178523,0.7689738,7.841634,1.6025151,5.1544642,3.1097662,0.013418177,0.68304074,1.109769,0.7285851,6.953337,0.40641192,3.5846152,2.3682666,22.841448,0.3559237,465.2751,0.47685486,1199.7545,0.18803832,-129.04419,-0.7167059,1406.532,0.1980523,836.6938,0.32736647,-126.38317,-0.7097159,2464.9944,0.10486624,674.77655,0.47850484,-129.98926,-0.6548953,-13.550901,-0.58825904,24.290255,0.3659121,0.08484837,0.51118326,-0.01724903,-0.7805444,0.4696165,0.7603542,29.069878,0.4960965,8.027542,1.6085551,2.9696312,5.683866,-5.395587,-3.7299933,-15.486762,26.134474,-0.018290274,0.0068215113,0.019029472,2.0057306,1.1627908,0.33499998,0.1443087,0.5,0.4368638,-31.929287,03-01-03-02-02-02-11.wav
45.10872,0.10287841,40.889782,45.911415,48.73159,7.8418083,68.994095,48.946125,157.46463,136.3413,0.66672635,1.268376,0.013458985,0.23168185,1.6143049,1.6008459,14.809296,7.472545,11.9919815,6.881197,0.52386457,1.575058,8.45453,1.4024417,-9.763993,-1.9421456,-1.3045197,-12.48604,-8.678657,-2.174047,0.028786309,1.5306128,1.1187849,0.5598177,8.827658,0.55750906,5.1805844,1.6287863,11.936125,0.87801415,848.9434,0.38362738,1041.565,0.3805611,-132.13283,-0.67875564,1867.6465,0.18317184,965.4285,0.3975474,-113.5233,-0.8056649,2868.7036,0.118424945,877.2521,0.39107323,-115.455956,-0.7740012,-8.102267,-1.0184331,17.596365,0.46620035,0.10022629,0.4764765,-0.004987185,-2.1914623,1.1087041,0.8189641,15.647908,0.6891972,-23.419384,-0.7876311,-5.1055417,-4.0378065,-23.38472,-0.7089475,-4.18414,13.682678,0.042454682,0.0078123366,0.017914461,2.5252526,1.0230179,0.45,0.49244288,0.404,0.42645514,-27.369682,03-01-03-02-02-02-12.wav
34.941006,0.13053529,32.21432,36.77411,37.876095,5.6617737,39.040848,30.584679,138.99654,130.71321,0.38574395,1.3504578,0.0067226617,0.015749037,0.8880308,0.88130814,9.888523,6.68729,8.13155,4.4283032,0.24131306,1.5349331,8.702461,1.4082847,5.5661073,1.8161261,0.05325509,282.5473,1.0010993,18.733444,0.042186085,1.609705,1.32439,0.6287348,5.028769,0.99003214,8.799849,1.6618637,19.84447,0.4157528,727.52106,0.4171406,1069.9833,0.22142255,-141.73035,-0.63435155,1831.2882,0.22199315,720.02496,0.5109198,-126.573875,-0.71396625,2872.4087,0.18727314,573.53186,0.470449,-127.915474,-0.6935781,-10.927865,-0.5579689,22.160898,0.3227941,0.11034505,0.3821167,-0.01525543,-0.7996684,0.5978692,0.62120384,18.945696,0.48768416,-0.48874038,-25.068539,-8.531754,-2.3540227,-11.356481,-2.153371,-8.222288,18.445345,0.009721358,0.010827462,0.01186921,2.4096386,0.9174312,0.42333332,0.35026973,0.64,0.39732435,-33.55577,03-01-03-02-02-02-13.wav
49.568,0.094894946,47.50927,50.25067,52.751682,5.2424126,142.95656,164.33919,78.79071,65.16709,0.6601154,1.3023033,0.0072567323,0.19230928,1.539233,1.5319762,19.668322,12.8100605,12.225006,6.082986,0.52322996,1.5624636,0.06687267,141.4741,-14.184524,-1.5199881,0.59946907,23.138828,-17.483484,-1.3144705,0.034745663,1.6374272,1.050066,0.625526,7.9111066,0.7973997,5.045664,1.9426769,6.6442027,1.874982,947.56287,0.36212257,866.1567,0.56416744,-143.51888,-0.5846972,1983.2272,0.17937821,832.43665,0.39877245,-121.14234,-0.75873464,3003.8008,0.10465765,789.34796,0.49667326,-122.8562,-0.7313523,-2.0107288,-4.3758426,12.746175,0.648047,0.11850176,0.4474987,-0.0110070715,-1.3674681,1.2236558,0.71354413,3.6468363,3.1461499,-30.940502,-0.6767039,-3.9424424,-4.29249,-38.24831,-0.5026019,2.7810125,5.092567,0.111244,0.009424977,0.03902324,2.688172,1.3623979,0.29799998,0.19923854,0.345,0.36709446,-27.549314,03-01-03-02-02-02-14.wav
27.832262,0.10468205,25.339014,27.58641,30.70326,5.3642464,180.7152,170.49966,26.177135,10.072815,0.37719926,1.4128711,0.013078925,0.032567494,0.898634,0.8855551,11.927299,8.275372,12.24435,10.014314,0.17192495,1.5425946,12.293921,1.1436483,-0.9290951,-16.725256,16.168913,0.56781864,5.64573,2.597081,0.025152469,0.9572273,1.555874,0.60614175,3.1134362,0.8756456,2.8588371,1.7381157,11.884998,0.5895096,793.7834,0.35965586,999.0102,0.24143557,-135.77269,-0.66744024,1849.356,0.15226097,760.699,0.29240012,-133.70532,-0.67520213,2828.2961,0.11120681,818.0167,0.24342053,-134.46509,-0.66400224,-6.7599716,-0.75158095,13.067942,0.41214406,0.059629038,0.67301965,-0.010954083,-0.9305743,0.4435625,0.6271341,26.285828,0.42161795,-12.011009,-1.4132773,20.747673,0.5453895,0.4154443,49.997875,-7.6127324,15.823412,-0.009237352,0.008346649,0.029392594,2.6785715,0.9063444,0.37666667,0.37187213,0.5275,0.4385416,-35.62054,03-01-03-02-02-02-15.wav
35.192616,0.088153504,31.82637,36.534912,38.012054,6.185684,55.5843,22.783394,24.429491,3.9305077,0.34884807,1.3685817,0.0112215085,0.03796791,0.6615013,0.65027976,11.556399,6.7803597,8.755178,9.071505,0.18696667,1.7995116,8.996054,1.8694357,1.310673,11.334562,6.3734293,2.4023361,-3.049293,-6.0828314,0.02161438,1.1249603,1.0464873,0.76672786,5.796848,0.6930218,4.132626,2.3710241,14.905442,0.52045727,462.63977,0.3619782,1155.129,0.26677048,-141.48923,-0.62554306,1534.6224,0.16211793,793.61707,0.5718382,-130.81262,-0.6754649,2599.3796,0.10071263,847.8992,0.63156044,-131.16692,-0.66847694,-10.135061,-0.86839825,17.638914,0.5395666,0.10948888,0.2587271,-0.0203751,-0.6558181,0.47509757,0.85914934,24.402529,0.6046419,-5.7897644,-3.1132765,10.325436,2.0398993,-19.469017,-1.0278609,-0.9605167,7.62052,0.07076073,0.008600549,0.017509796,2.110818,1.0695187,0.345,0.20105968,0.454,0.4436485,-34.293327,03-01-03-02-02-02-16.wav
34.961308,0.20735855,28.182545,34.48603,41.915474,13.732929,137.2292,163.31938,55.09767,33.394062,0.46484113,1.3016602,0.01738363,0.058467105,0.9428693,0.9254857,8.548191,7.961434,11.900768,7.7671676,0.2662236,1.4783348,10.712457,1.4975761,4.2755504,2.7675269,2.984443,4.0298944,3.5453038,4.0288157,0.042764325,1.9076487,1.1597943,0.61343396,6.9975324,0.64758897,5.097103,1.4040387,18.84454,0.6189183,745.32715,0.42205945,1104.2131,0.310104,-136.98967,-0.6394837,1701.0233,0.20680186,910.5029,0.40383828,-128.68959,-0.68982995,2801.1912,0.1268791,732.08417,0.32478428,-131.94151,-0.64088315,-12.828839,-0.50843155,24.39889,0.27577472,0.056789268,0.8757048,-0.009157115,-1.6399789,0.6207598,0.6582186,22.532589,0.72584414,2.9056723,4.150372,-0.2019728,-81.081856,-2.995613,-6.3501906,-7.494934,18.759415,-0.012607131,0.011539073,0.04316873,2.110818,0.80213904,0.48,0.3937004,0.5575,0.46622822,-30.334797,03-01-03-02-02-02-17.wav
